,#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
10815,10816,opinion,2882257047,12,my colleagues think that american basketball legend wilt chamberlain never fouled out of a game,verified,active,9183.0,78.0,6.0,1.0,0.0
10816,10817,opinion,4534956169,5,my colleagues think that the longest commercial flight in history took around 30 hours,not verified,active,6607.0,2813.0,961.0,26.0,5.0
10817,10818,opinion,3661769909,18,my colleagues think that india’s trains transport roughly 23 million passengers each day,not verified,under review,982.0,188.0,28.0,1.0,0.0
10818,10819,opinion,7634962953,5,"my colleagues think that shanghai, china has the world's longest subway system",not verified,under review,2486.0,76.0,2.0,1.0,0.0
10819,10820,opinion,8925545707,39,my colleagues think that one-third of the world’s airports are located in the u.s.,not verified,active,5851.0,728.0,50.0,10.0,1.0
10820,10821,opinion,5454392466,26,my colleagues think that there are currently over 300 cruise ships operating around the world,not verified,active,1864.0,494.0,35.0,3.0,1.0
10821,10822,opinion,2705829947,53,"my colleagues think that a common garden snail has over 12,000 teeth",not verified,active,3969.0,1479.0,235.0,25.0,0.0
10822,10823,opinion,4366902772,18,my colleagues think that some sharks can glow in the dark,verified,active,3865.0,1611.0,20.0,18.0,7.0
10823,10824,opinion,3951808014,13,my colleagues think that some ants can lift up to 20 times their own body weight,not verified,active,6176.0,1836.0,719.0,30.0,3.0
10824,10825,opinion,1610025121,25,my colleagues think that the hummingbird is the only bird that can fly backwards,not verified,active,3054.0,192.0,3.0,4.0,1.0
10825,10826,opinion,2815364193,59,my colleagues think that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,6587.0,1221.0,124.0,4.0,1.0
10826,10827,opinion,9938620654,21,my colleagues think that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,2359.0,334.0,47.0,1.0,0.0
10827,10828,opinion,4488553410,40,my colleagues think that footprints left on the moon won’t disappear as there is no wind,not verified,active,7108.0,2844.0,355.0,17.0,3.0
10828,10829,opinion,3187511907,41,my colleagues think that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,2039.0,742.0,164.0,18.0,1.0
10829,10830,opinion,1368195069,26,my colleagues think that jupiter has the most moons,not verified,active,2240.0,919.0,285.0,12.0,5.0
10830,10831,opinion,9879468800,59,my colleagues think that sputnik was the first artificial satellite in space,not verified,active,6798.0,1150.0,105.0,6.0,2.0
10831,10832,opinion,4118910075,9,my colleagues think that the sunset is blue on mars,not verified,under review,9085.0,3513.0,376.0,81.0,11.0
10832,10833,opinion,2333556323,19,my colleagues think that saturn is less dense than water,not verified,active,3806.0,756.0,5.0,18.0,2.0
10833,10834,opinion,3732312307,39,my colleagues think that a day on mars is about the same length as on earth,verified,active,5974.0,2624.0,978.0,56.0,17.0
10834,10835,opinion,8150285607,40,my colleagues think that the sun takes over one earth month to make a full rotation,verified,active,619.0,105.0,8.0,0.0,0.0
10835,10836,opinion,4563048450,35,my colleagues think that the moon’s craters might be the coldest places in the solar system,not verified,active,2170.0,685.0,51.0,5.0,2.0
10836,10837,opinion,1946449613,55,my colleagues think that pluto could theoretically sustain life,not verified,active,2402.0,498.0,131.0,10.0,2.0
10837,10838,opinion,8150677132,39,my colleagues think that there are currently 6 spacecrafts on mars,not verified,active,1048.0,434.0,168.0,1.0,0.0
10838,10839,opinion,8610909851,41,my colleagues think that mars has running water,not verified,active,6895.0,1707.0,116.0,0.0,0.0
10839,10840,opinion,1732882286,43,my colleagues think that marie curie is the only person with two nobel prizes in different sciences,not verified,active,3967.0,999.0,94.0,1.0,0.0
10840,10841,opinion,3192441681,23,my colleagues think that there is a world championship for throwing mobile phones,not verified,active,1062.0,376.0,54.0,7.0,1.0
10841,10842,opinion,9906915620,24,my colleagues think that it is illegal to waste food in french supermarkets,not verified,active,3652.0,724.0,108.0,18.0,6.0
10842,10843,opinion,5860458795,50,my colleagues think that canned pumpkins do not contain actual pumpkins,not verified,active,4560.0,390.0,85.0,6.0,2.0
10843,10844,opinion,3786338294,48,my colleagues think that bathwater stays warmer for a longer duration with bubbles,not verified,under review,6334.0,2057.0,672.0,32.0,11.0
10844,10845,opinion,1743919602,31,my colleagues think that the pupil of a goat is rectangular,not verified,active,8254.0,1906.0,664.0,4.0,1.0
10845,10846,opinion,3174238625,20,my colleagues think that avocados never ripen while they are still attached to the tree,not verified,active,2898.0,32.0,8.0,0.0,0.0
10846,10847,opinion,7801849610,55,my colleagues think that china owns all of the pandas in the world,not verified,active,3688.0,870.0,307.0,10.0,0.0
10847,10848,opinion,7868333744,52,my colleagues think that some trees in melbourne have email addresses,not verified,active,86.0,24.0,0.0,0.0,0.0
10848,10849,opinion,4223956455,5,my colleagues think that a snail can sleep for three years,not verified,active,8472.0,2407.0,453.0,21.0,8.0
10849,10850,opinion,4326444558,35,my colleagues think that a crocodile cannot stick its tongue out,not verified,active,7165.0,1123.0,185.0,22.0,0.0
10850,10851,opinion,7619015766,33,my colleagues think that no two tongue prints are alike,not verified,active,9306.0,167.0,14.0,3.0,1.0
10851,10852,opinion,9089397721,36,my colleagues think that artificial banana flavoring is based on an extinct banana type,not verified,active,6711.0,1478.0,491.0,4.0,1.0
10852,10853,opinion,4138263511,44,my colleagues think that australia has a bright pink lake,verified,active,2702.0,120.0,12.0,1.0,0.0
10853,10854,opinion,2884125959,14,"my colleagues think that your heart beats 100,000 times a day",not verified,active,5028.0,734.0,168.0,7.0,1.0
10854,10855,opinion,4438383509,14,my colleagues think that humans can’t taste food without saliva,not verified,active,7028.0,2311.0,481.0,53.0,4.0
10855,10856,opinion,7137360476,17,my colleagues think that may 22nd is the least common birth date,not verified,active,2062.0,894.0,36.0,14.0,4.0
10856,10857,opinion,4877446557,40,my colleagues think that butterflies taste with their feet,verified,active,9265.0,3102.0,41.0,50.0,1.0
10857,10858,opinion,9138005955,44,my colleagues think that the population of the united states increases by one person every 12 seconds,not verified,active,6270.0,1565.0,492.0,33.0,3.0
10858,10859,opinion,8664328656,49,"my colleagues think that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,2646.0,584.0,216.0,1.0,0.0
10859,10860,opinion,7187195772,39,my colleagues think that a blue whale's heartbeat can be heard from two miles away,not verified,active,8787.0,2085.0,524.0,51.0,10.0
10860,10861,opinion,2722939520,48,"my colleagues think that the canary islands are named after types of dogs, not birds",not verified,under review,9964.0,1030.0,133.0,23.0,1.0
10861,10862,opinion,2809978764,19,"my colleagues think that cows have ""best friends"" and will get stressed when separated",verified,active,8609.0,1512.0,0.0,12.0,4.0
10862,10863,opinion,3288291479,53,"my colleagues think that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,773.0,227.0,64.0,2.0,0.0
10863,10864,opinion,7160256600,55,my colleagues think that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,active,4411.0,664.0,243.0,14.0,1.0
10864,10865,opinion,2596488270,10,my colleagues think that bees can fly higher than mount everest,not verified,active,9613.0,2237.0,21.0,19.0,7.0
10865,10866,opinion,6115488876,42,my colleagues think that the eiffel tower gets taller during the summer,verified,active,6278.0,1550.0,94.0,21.0,1.0
10866,10867,opinion,5015002782,10,my colleagues think that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,4051.0,1706.0,522.0,24.0,2.0
10867,10868,opinion,1775716939,38,my colleagues think that there are fewer stars in the sky than there are trees on earth,not verified,active,6285.0,2096.0,238.0,4.0,0.0
10868,10869,opinion,2444461331,47,my colleagues think that humans physically cannot hum while holding your nose,not verified,under review,283.0,73.0,6.0,2.0,0.0
10869,10870,opinion,6784535591,13,my colleagues think that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,9542.0,2142.0,786.0,28.0,8.0
10870,10871,opinion,3888553859,5,my colleagues think that the largest recorded snowflake was 15 inches wide,not verified,active,5474.0,605.0,29.0,3.0,1.0
10871,10872,opinion,1283379189,45,my colleagues think that melting glaciers make fizzy noises,not verified,active,8046.0,1992.0,56.0,46.0,15.0
10872,10873,opinion,9632225380,29,my colleagues think that losing weight alters brain activity,not verified,active,2493.0,553.0,176.0,1.0,0.0
10873,10874,opinion,5439612354,17,my colleagues think that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,8477.0,1716.0,331.0,29.0,9.0
10874,10875,opinion,7112406984,35,my colleagues think that cactus spines can be used to make hooks,verified,active,1130.0,446.0,87.0,8.0,1.0
10875,10876,opinion,3095298297,45,"my colleagues think that the odds of getting a set of cards referred to as a royal flush is 1 in 649,740",not verified,active,9883.0,3915.0,560.0,23.0,3.0
10876,10877,opinion,9848996964,57,my colleagues think that more people speak english as their second language than those who use it as their primary language,verified,active,6902.0,1856.0,196.0,35.0,2.0
10877,10878,opinion,6106180386,56,my colleagues think that playing dance music helps ward off mosquitoes,not verified,active,9716.0,3403.0,287.0,42.0,10.0
10878,10879,opinion,6508765835,29,my colleagues think that a man once set a record by putting on over 260 t-shirts,not verified,active,9755.0,4062.0,1062.0,70.0,11.0
10879,10880,opinion,4410582534,45,my colleagues think that the chicken is the closest relative to the t-rex,not verified,active,917.0,355.0,37.0,4.0,1.0
10880,10881,opinion,9370197191,34,my colleagues think that sloths can hold their breaths longer than dolphins,verified,banned,9111.0,1326.0,432.0,22.0,4.0
10881,10882,opinion,9038664205,46,my colleagues think that baby octopuses are the size of a flea,not verified,active,2695.0,375.0,77.0,4.0,0.0
10882,10883,opinion,7331799317,54,my colleagues think that honeybees can recognize human faces,verified,active,8610.0,1405.0,505.0,28.0,4.0
10883,10884,opinion,3723615361,29,my colleagues think that mice typically only live for 6 months in the wild,not verified,active,3371.0,778.0,44.0,13.0,0.0
10884,10885,opinion,8672656538,28,my colleagues think that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,9565.0,3630.0,661.0,32.0,4.0
10885,10886,opinion,2223164815,17,my colleagues think that around 50% of the mined gold on earth comes from one source,not verified,under review,281.0,51.0,18.0,1.0,0.0
10886,10887,opinion,1652081051,10,my colleagues think that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,1696.0,142.0,44.0,2.0,1.0
10887,10888,opinion,8450438971,46,my colleagues think that the queens in ant colonies live for around 30 years,verified,active,7154.0,1448.0,251.0,20.0,1.0
10888,10889,opinion,3545558876,7,my colleagues think that you can fit about 400 grapevines in one acre of land,not verified,active,8132.0,1431.0,553.0,9.0,3.0
10889,10890,opinion,2607887393,29,my colleagues think that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,under review,9623.0,2358.0,173.0,5.0,1.0
10890,10891,opinion,2883558223,53,my colleagues think that the longest recorded tennis match lasted for 11 hours,not verified,active,8314.0,850.0,134.0,10.0,4.0
10891,10892,opinion,2949299297,8,my colleagues think that redwoods are the tallest trees,not verified,active,7705.0,580.0,14.0,11.0,3.0
10892,10893,opinion,7505309574,11,my colleagues think that strawberries are the only known fruit to grow their seeds externally,not verified,active,9874.0,1538.0,531.0,18.0,7.0
10893,10894,opinion,2165488437,28,my colleagues believe that humans will live on mars by 2035,not verified,active,699.0,85.0,5.0,2.0,0.0
10894,10895,opinion,6266427721,58,my colleagues believe that we will all fly with individual jetpacks by 2032,not verified,active,4663.0,1860.0,606.0,15.0,6.0
10895,10896,opinion,4097515690,22,my colleagues believe that drone deliveries are already happening and will become common by 2025,verified,active,2184.0,430.0,75.0,1.0,0.0
10896,10897,opinion,5888264791,19,my colleagues believe that austrian physicist erwin schrödinger was allergic to cats,not verified,active,4610.0,1559.0,354.0,8.0,3.0
10897,10898,opinion,7431648959,17,"my colleagues believe that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,3434.0,1020.0,96.0,4.0,1.0
10898,10899,opinion,2508743180,13,my colleagues believe that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,193.0,4.0,0.0,0.0,0.0
10899,10900,opinion,4021612128,5,my colleagues believe that new islands are being formed by volcanoes in the sea everyday,not verified,active,6769.0,1864.0,169.0,27.0,10.0
10900,10901,opinion,3017033987,15,my colleagues believe that dubai is an island created by humans,not verified,active,7689.0,932.0,105.0,16.0,1.0
10901,10902,opinion,5796104656,45,my colleagues believe that yellowstone national park is home to a supervolcano,verified,active,333.0,13.0,2.0,0.0,0.0
10902,10903,opinion,1659729577,36,my colleagues believe that damascus is the oldest continuously inhabited city in the world,not verified,active,4564.0,297.0,50.0,5.0,1.0
10903,10904,opinion,7486961777,21,my colleagues believe that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,2795.0,1219.0,392.0,27.0,4.0
10904,10905,opinion,6474354459,57,my colleagues believe that the most productive work day of the week is tuesday,not verified,under review,3967.0,344.0,69.0,3.0,1.0
10905,10906,opinion,6188075542,47,my colleagues believe that more businesses will be owned by women than men by 2045,not verified,active,6815.0,1703.0,266.0,6.0,2.0
10906,10907,opinion,8922593239,44,my colleagues believe that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,7727.0,3105.0,376.0,3.0,0.0
10907,10908,opinion,7182722700,40,my colleagues believe that 1 billion cars are currently in use around the world,not verified,active,144.0,28.0,4.0,0.0,0.0
10908,10909,opinion,2452345979,16,my colleagues believe that it would take less than a month to get to the moon by car at 60mph,not verified,active,9449.0,1637.0,523.0,4.0,1.0
10909,10910,opinion,6144465944,6,my colleagues believe that windshield wipers were invented in 1905,not verified,active,1127.0,307.0,118.0,3.0,1.0
10910,10911,opinion,7217798597,16,my colleagues believe that the oldest playable musical instruments were found in china,not verified,active,7325.0,269.0,35.0,0.0,0.0
10911,10912,opinion,6156723421,56,my colleagues believe that the band metallica is the first and only group to play on all seven continents,not verified,active,4839.0,289.0,54.0,1.0,0.0
10912,10913,opinion,3374291157,5,my colleagues believe that violins are constructed from 70 individual wooden pieces,not verified,active,8156.0,1591.0,51.0,23.0,7.0
10913,10914,opinion,6144243164,32,"my colleagues believe that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,4300.0,181.0,58.0,4.0,0.0
10914,10915,opinion,6212653279,58,my colleagues believe that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,3269.0,522.0,80.0,6.0,1.0
10915,10916,opinion,6049612172,6,my colleagues believe that over 60% of the world's population has access to the internet,not verified,active,1551.0,179.0,54.0,3.0,1.0
10916,10917,opinion,5856622410,35,my colleagues believe that it would take a 50 petabyte drive to store every written work ever created,not verified,active,2177.0,929.0,254.0,14.0,5.0
10917,10918,opinion,8745930126,42,my colleagues believe that the average user checks their mobile phone around 150 times each day,verified,active,3123.0,656.0,115.0,5.0,1.0
10918,10919,opinion,9054433145,21,"my colleagues believe that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,8763.0,3707.0,261.0,44.0,12.0
10919,10920,opinion,3906023953,20,my colleagues believe that 1 in 3 people have never used the internet,not verified,active,2701.0,818.0,202.0,12.0,4.0
10920,10921,opinion,7541161742,32,my colleagues believe that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,3975.0,1740.0,387.0,27.0,1.0
10921,10922,opinion,5711725373,19,my colleagues believe that kite flying is a professional sport in thailand.,not verified,active,964.0,325.0,92.0,5.0,1.0
10922,10923,opinion,9885882887,16,my colleagues believe that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,861.0,138.0,52.0,0.0,0.0
10923,10924,opinion,5869438266,30,my colleagues believe that the concorde was the fastest passenger jet ever,not verified,active,3764.0,696.0,104.0,15.0,2.0
10924,10925,opinion,8468257801,15,"my colleagues believe that a common garden snail has over 12,000 teeth",verified,active,9088.0,187.0,5.0,1.0,0.0
10925,10926,opinion,7978438313,21,my colleagues believe that some ants can lift up to 20 times their own body weight,not verified,active,6631.0,2861.0,535.0,34.0,10.0
10926,10927,opinion,8371404188,29,my colleagues believe that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,878.0,210.0,13.0,1.0,0.0
10927,10928,opinion,4478255100,7,my colleagues believe that it snows metal and rains acid on venus,not verified,active,7768.0,349.0,134.0,3.0,1.0
10928,10929,opinion,7961784769,46,my colleagues believe that the moon was once part of the earth,not verified,active,5769.0,2505.0,445.0,34.0,12.0
10929,10930,opinion,9437256355,38,my colleagues believe that australia is wider than the moon,not verified,active,7103.0,1740.0,255.0,41.0,3.0
10930,10931,opinion,2783779372,12,my colleagues believe that the sun takes over one earth month to make a full rotation,not verified,active,7631.0,2935.0,152.0,44.0,10.0
10931,10932,opinion,5474643422,60,my colleagues believe that there are more stars in the universe than grains of sand on earth,not verified,active,3111.0,1273.0,134.0,25.0,9.0
10932,10933,opinion,7012575661,29,my colleagues believe that there might be a huge planet in this solar system,not verified,banned,5834.0,1196.0,106.0,10.0,1.0
10933,10934,opinion,9591587616,47,"my colleagues believe that through the seasons, a reindeer’s eyes will change color",not verified,under review,7532.0,2105.0,223.0,14.0,4.0
10934,10935,opinion,9460330081,8,my colleagues believe that a double rainbow is a mirror image of the first rainbow,not verified,under review,1346.0,326.0,69.0,6.0,0.0
10935,10936,opinion,4089015591,29,my colleagues believe that take out restaurants have been found in the remains of pompeii,not verified,active,5568.0,763.0,26.0,15.0,2.0
10936,10937,opinion,9001190975,12,my colleagues believe that antarctica is the only continent without any reptiles or snakes,not verified,active,7704.0,213.0,85.0,3.0,0.0
10937,10938,opinion,2027942852,51,my colleagues believe that no two tongue prints are alike,not verified,active,1476.0,288.0,106.0,7.0,2.0
10938,10939,opinion,3016658959,15,my colleagues believe that insects are attracted to light because of the moon,not verified,active,6436.0,1162.0,240.0,8.0,2.0
10939,10940,opinion,9671513022,34,my colleagues believe that the eiffel tower leans away from the sun,not verified,active,9545.0,3858.0,322.0,24.0,5.0
10940,10941,opinion,4590294085,33,my colleagues believe that the population of the united states increases by one person every 12 seconds,not verified,active,7950.0,2789.0,458.0,48.0,19.0
10941,10942,opinion,6740499761,31,"my colleagues believe that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,active,4626.0,938.0,341.0,15.0,2.0
10942,10943,opinion,6136468571,10,my colleagues believe that the longest location name on the planet earth is 85 letters in english.,not verified,active,5658.0,1705.0,259.0,42.0,11.0
10943,10944,opinion,3653364880,41,my colleagues believe that new zealanders have more pets per household than any other country,not verified,active,3380.0,1398.0,409.0,31.0,8.0
10944,10945,opinion,8630190162,54,"my colleagues believe that blue whales eat 500,000 calories in 1 mouthful on average",not verified,under review,2675.0,315.0,65.0,4.0,1.0
10945,10946,opinion,4572199722,40,my colleagues believe that an espresso maker has been sent to space,not verified,active,8072.0,3585.0,867.0,74.0,4.0
10946,10947,opinion,3864527523,37,my colleagues believe that 170-year-old champagne was found under the baltic sea,not verified,active,5199.0,2202.0,572.0,17.0,3.0
10947,10948,opinion,9505756751,35,my colleagues believe that the largest pair of eyes in the world belongs to the giant squid,not verified,active,680.0,4.0,0.0,0.0,0.0
10948,10949,opinion,2279278186,7,my colleagues believe that a candle’s flame is blue in zero gravity,not verified,active,3741.0,339.0,88.0,8.0,2.0
10949,10950,opinion,3102323045,52,my colleagues believe that there are fewer stars in the sky than there are trees on earth,not verified,active,510.0,43.0,6.0,0.0,0.0
10950,10951,opinion,1289512630,31,my colleagues believe that children are born less frequently on saturdays,not verified,active,3407.0,693.0,65.0,13.0,3.0
10951,10952,opinion,9930564521,52,my colleagues believe that leeches were historically used to predict the weather,not verified,active,3184.0,259.0,11.0,1.0,0.0
10952,10953,opinion,7552906754,18,my colleagues believe that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,7861.0,811.0,137.0,3.0,1.0
10953,10954,opinion,5222510998,34,my colleagues believe that cactus spines can be used to make hooks,not verified,active,4613.0,247.0,38.0,3.0,1.0
10954,10955,opinion,9882099996,54,my colleagues believe that more people speak english as their second language than those who use it as their primary language,not verified,active,1233.0,402.0,62.0,10.0,4.0
10955,10956,opinion,1521530297,7,my colleagues believe that triskaidekaphobia is the fear of the number 13,not verified,active,257.0,35.0,10.0,0.0,0.0
10956,10957,opinion,2821398534,47,my colleagues believe that bananas get their curved shape by growing towards the sun,not verified,active,8214.0,107.0,35.0,2.0,0.0
10957,10958,opinion,3535917371,39,my colleagues believe that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,9892.0,4368.0,1167.0,99.0,29.0
10958,10959,opinion,8773518889,50,my colleagues believe that a man once set a record by putting on over 260 t-shirts,not verified,active,3068.0,21.0,2.0,0.0,0.0
10959,10960,opinion,5761360579,49,my colleagues believe that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,6819.0,1935.0,482.0,35.0,5.0
10960,10961,opinion,9961036609,38,my colleagues believe that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,under review,9467.0,1744.0,86.0,36.0,6.0
10961,10962,opinion,5834524049,39,my colleagues believe that you can burn calories just by standing,not verified,active,2357.0,916.0,76.0,22.0,1.0
10962,10963,opinion,9957871481,28,"my colleagues believe that the largest prime number has 17,425,170 digits",not verified,active,803.0,321.0,72.0,5.0,1.0
10963,10964,opinion,5371052484,29,my colleagues believe that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,4906.0,1732.0,6.0,34.0,6.0
10964,10965,opinion,1365074068,11,my colleagues believe that the insect population of the world is 1 billion times more than the world population,not verified,active,7149.0,810.0,315.0,15.0,6.0
10965,10966,opinion,8887252718,21,my colleagues believe that lemurs were previously the size of gorillas,not verified,active,1947.0,284.0,76.0,3.0,0.0
10966,10967,opinion,6580313749,34,my colleagues believe that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,2166.0,399.0,59.0,2.0,1.0
10967,10968,opinion,3245706859,51,my colleagues believe that lightning strikes somewhere on earth about 100 times every second,not verified,active,3029.0,603.0,151.0,6.0,1.0
10968,10969,opinion,5129236585,19,my colleagues believe that the town of calama in chile has never experienced rain,not verified,active,1211.0,16.0,1.0,0.0,0.0
10969,10970,opinion,7507591397,33,my colleagues believe that redwoods are the tallest trees,not verified,active,444.0,180.0,10.0,2.0,0.0
10970,10971,opinion,1996896862,12,my colleagues understand that humans will live on mars by 2035,not verified,active,7078.0,583.0,136.0,5.0,1.0
10971,10972,opinion,6261606213,43,my colleagues understand that earth days are getting longer over time due to orbital expansion,not verified,active,4534.0,1137.0,361.0,23.0,4.0
10972,10973,opinion,1783468320,25,my colleagues understand that there are more microorganisms in one teaspoon of soil than people on the planet,verified,active,2010.0,414.0,123.0,4.0,0.0
10973,10974,opinion,9907240520,56,my colleagues understand that new islands are being formed by volcanoes in the sea everyday,not verified,active,5204.0,72.0,10.0,2.0,1.0
10974,10975,opinion,5271590990,7,my colleagues understand that there are 7100+ islands in the philippines,not verified,active,1885.0,207.0,1.0,2.0,0.0
10975,10976,opinion,6640925054,26,my colleagues understand that the most productive work day of the week is tuesday,not verified,active,8313.0,2986.0,48.0,30.0,9.0
10976,10977,opinion,8911735860,34,my colleagues understand that the rubik's cube is the best-selling product of all time,not verified,active,4138.0,1624.0,320.0,3.0,1.0
10977,10978,opinion,5595341214,12,my colleagues understand that most car horns honk in the key of f,not verified,active,9635.0,69.0,8.0,1.0,0.0
10978,10979,opinion,2014218905,35,my colleagues understand that 1 billion cars are currently in use around the world,not verified,active,1959.0,827.0,27.0,9.0,3.0
10979,10980,opinion,5115596652,35,my colleagues understand that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,4860.0,160.0,39.0,0.0,0.0
10980,10981,opinion,2859907701,38,my colleagues understand that windshield wipers were invented in 1905,not verified,active,9633.0,3755.0,473.0,71.0,25.0
10981,10982,opinion,3736382423,56,my colleagues understand that the highest total mileage clocked by a single car is 2850000 million miles,verified,active,7123.0,2529.0,101.0,14.0,2.0
10982,10983,opinion,3391826291,10,my colleagues understand that elvis presley has sold more records than the music band the beatles,not verified,active,8007.0,1913.0,65.0,37.0,12.0
10983,10984,opinion,3210913280,34,my colleagues understand that the origins of the banjo instrument begin in africa,not verified,active,6456.0,2078.0,805.0,14.0,1.0
10984,10985,opinion,9724946724,50,my colleagues understand that vinyl record sales now surpass compact disc sales,not verified,under review,7784.0,1289.0,485.0,7.0,2.0
10985,10986,opinion,5588181860,7,my colleagues understand that violins are constructed from 70 individual wooden pieces,not verified,active,3378.0,946.0,114.0,11.0,2.0
10986,10987,opinion,7678973569,58,"my colleagues understand that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,9602.0,1089.0,258.0,26.0,4.0
10987,10988,opinion,2127985709,10,my colleagues understand that the harmonica is the best selling musical instrument,not verified,active,2980.0,301.0,66.0,3.0,1.0
10988,10989,opinion,6008634495,41,my colleagues understand that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,2839.0,598.0,64.0,12.0,3.0
10989,10990,opinion,6009376358,49,my colleagues understand that over 60% of the world's population has access to the internet,not verified,active,1628.0,417.0,129.0,7.0,2.0
10990,10991,opinion,6985369026,8,"my colleagues understand that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,2443.0,232.0,2.0,3.0,1.0
10991,10992,opinion,6028624371,16,my colleagues understand that it would take a 50 petabyte drive to store every written work ever created,not verified,under review,3395.0,573.0,158.0,11.0,3.0
10992,10993,opinion,7644068260,41,my colleagues understand that half of retail purchases are now made through a mobile device,not verified,active,4716.0,577.0,101.0,13.0,3.0
10993,10994,opinion,3337555695,20,my colleagues understand that the world generates 2.5 quintillion bytes of data every day,verified,active,6025.0,1477.0,266.0,23.0,6.0
10994,10995,opinion,2491172573,5,my colleagues understand that the average user checks their mobile phone around 150 times each day,verified,active,2604.0,1006.0,383.0,19.0,3.0
10995,10996,opinion,4559736807,39,"my colleagues understand that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,9139.0,675.0,194.0,9.0,1.0
10996,10997,opinion,1970614779,50,my colleagues understand that 1 in 3 people have never used the internet,not verified,active,204.0,36.0,3.0,1.0,0.0
10997,10998,opinion,7527887847,48,my colleagues understand that the longest recorded cricket match lasted 14 days,not verified,active,1400.0,374.0,100.0,2.0,0.0
10998,10999,opinion,3273170415,60,my colleagues understand that the busiest airport in the world is in the united states,not verified,active,1920.0,574.0,114.0,1.0,0.0
10999,11000,opinion,8382177711,56,my colleagues understand that there are currently over 300 cruise ships operating around the world,not verified,active,7351.0,2127.0,517.0,24.0,6.0
11000,11001,opinion,4346608234,55,my colleagues understand that dragonflies can see in all directions at the same time,not verified,active,3568.0,209.0,82.0,2.0,0.0
11001,11002,opinion,6764588299,6,my colleagues understand that the cheetah is the fastest land animal on earth,not verified,active,1483.0,49.0,5.0,0.0,0.0
11002,11003,opinion,1310204511,21,my colleagues understand that adult cats only meow to humans,not verified,active,3204.0,476.0,183.0,10.0,1.0
11003,11004,opinion,2784926973,33,my colleagues understand that some ants can lift up to 20 times their own body weight,not verified,active,716.0,306.0,49.0,0.0,0.0
11004,11005,opinion,1300661393,53,my colleagues understand that the hottest planet in our solar system is venus.,not verified,active,6698.0,215.0,4.0,1.0,0.0
11005,11006,opinion,1949692534,5,my colleagues understand that footprints left on the moon won’t disappear as there is no wind,not verified,active,3876.0,118.0,16.0,2.0,0.0
11006,11007,opinion,8637198841,40,my colleagues understand that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,3436.0,321.0,9.0,5.0,1.0
11007,11008,opinion,9651022950,27,my colleagues understand that australia is wider than the moon,not verified,active,6163.0,1582.0,19.0,35.0,5.0
11008,11009,opinion,5432048199,39,my colleagues understand that a day on mars is about the same length as on earth,not verified,active,7980.0,1126.0,353.0,12.0,4.0
11009,11010,opinion,3078504008,32,my colleagues understand that 5 dwarf planets are recognized in the solar system,not verified,active,6842.0,735.0,176.0,8.0,2.0
11010,11011,opinion,8663968976,44,my colleagues understand that astronauts can grow as much as two inches in space,not verified,active,5692.0,1273.0,172.0,4.0,0.0
11011,11012,opinion,9812873768,13,my colleagues understand that it takes an average of 364 licks to get to the center of a lollipop,not verified,under review,6386.0,1773.0,351.0,12.0,3.0
